"department _number","department_title","employment_type","ethnicity","gender","job_num","job_status","job_title","mou","mou_title","pay_year","record_num","benefit_pay","retirement_contributions","other_pay","overtime_pay","regular_pay","total_pay"
46,"MAYOR","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","DEPUTY MAYOR",0,"NON-REPRESENTED",2020,3.83130333733E+11,625.22,67972.3,10705.77,0,229171.62,239877.39
70,"POLICE","FULL_TIME","ASIAN","MALE",2214-03,"ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2021,3.83939393932E+11,18495.32,58849.58,1525,2905.81,125612.77,130043.58
70,"POLICE","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","POLICE SPECIAL INVESTIGATOR",1,"ADMINISTRATIVE",2019,3.73839343433E+11,647.52,39260.82,3488,2103.22,132369.6,137960.82
42,"HARBOR","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","GARDENER CARETAKER",4,"EQUIPMENT OPERATION AND LABOR",2014,3.138343432E+09,6703.2,16308.81,4392.56,0,54985.89,59378.45
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2112-03,"ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2021,3.73232343933E+11,19199.76,43404.46,1326,49823.35,92645.6,143794.95
38,"FIRE","FULL_TIME","HISPANIC","MALE",2112-03,"ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2017,3.030363036E+09,16848,55454.47,5314.46,100834.44,118366,224514.9
12,"CITY ATTORNEY","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","CITY ATTORNEY ADMINISTRATIVE COORDINATOR I",1,"ADMINISTRATIVE",2018,3.63738333031E+11,11226.96,25367.6,464.34,0,85528,85992.34
8,"BUILDING AND SAFETY","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","BUILDING CIVIL ENGINEER II",17,"SUPERVISORY PROFESSIONAL ENGINEERING AND SCIENTIFIC",2022,3.23938313832E+11,4245.12,21611.46,6182.22,0,72864,79046.22
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2223-02,"ACTIVE","POLICE DETECTIVE II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.130303137E+09,18571.24,64994.82,7271.35,13956.19,138729.6,159957.14
88,"RECREATION AND PARKS","PART_TIME","OTHER","FEMALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2019,3.23631353034E+11,0,0,0,0,6056.69,6056.69
70,"POLICE","FULL_TIME","BLACK","MALE",2232-01,"NOT_ACTIVE","POLICE LIEUTENANT I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.634373035E+09,12778.22,53453.93,7935.4,4515.02,114095.9,126546.32
44,"LIBRARY","PART_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","MESSENGER CLERK",3,"CLERICAL",2021,3.83436343833E+11,1249.64,0,0,0,7903.95,7903.95
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",3879-05,"ACTIVE","ELECTRIC DISTRIBUTION MECHANIC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2017,3.13734393033E+11,23508.9,7452,5481.84,19230.24,112911.42,137623.5
98,"WATER AND POWER","FULL_TIME","HISPANIC","FEMALE",1368-05,"NOT_ACTIVE","SENIOR ADMINISTRATIVE CLERK",7,"CLERICAL UNIT",2017,3.33239383531E+11,18658.19,4063,9331.85,4950.74,61562.96,75845.55
70,"POLICE","FULL_TIME","HISPANIC","FEMALE",2214-03,"ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.834303937E+09,18573.24,60203.22,5153,1704.2,128502.06,135359.26
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",1908-07,"ACTIVE","MAINTENANCE CONSTRUCTION HELPER",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2015,3.23232363932E+11,18755.63,4956,4367.15,20766.68,75085.12,100218.95
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",1910-07,"ACTIVE","ELECTRICAL MECHANIC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2015,3.23739333732E+11,18755.63,6547,30287.39,81334.47,99204.3,210826.16
88,"RECREATION AND PARKS","PART_TIME","OTHER","FEMALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2017,3.53030353133E+11,5105.76,0,150,0,12497.94,12647.94
70,"POLICE","FULL_TIME","ASIAN","MALE",2214-03,"NOT_ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.138373635E+09,2948.6,9704.35,2285.65,3959.02,20713.65,26958.32
70,"POLICE","FULL_TIME","BLACK","FEMALE",*,"ACTIVE","SENIOR ADMINISTRATIVE CLERK",3,"CLERICAL",2019,3.035383334E+09,15328.32,16032.72,0,0,54055.04,54055.04
4,"AIRPORTS","FULL_TIME","HISPANIC","MALE",1835-01,"ACTIVE","STOREKEEPER I",14,"SERVICE AND CRAFT",2022,3.83934353034E+11,8467.88,6067.25,1623.36,498.62,20456,22577.98
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2018,3.33035333733E+11,0,0,0,0,5119.61,5119.61
8,"BUILDING AND SAFETY","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","BUILDING MECHANICAL INSPECTOR",5,"INSPECTORS",2020,3.33237363833E+11,19139.92,28027.4,7574.63,7863.54,94495.63,109933.8
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","CONSTR ELTL HLPR",*,"DAILY RATE",2017,3.83933313833E+11,0,0,70197.47,32800.53,58966.66,161964.66
88,"RECREATION AND PARKS","PART_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","RECREATION INSTRUCTOR",7,"RECREATION ASSISTANTS",2020,3.83439343833E+11,0,0,135.46,0,1400.89,1536.35
98,"WATER AND POWER","FULL_TIME","FILIPINO","MALE",*,"NOT_ACTIVE","MCHL ENGG DRFTG TCHN",2,"TECHNICAL REPRESENTATION UNIT",2021,3.63636343933E+11,19372.99,0,3841.6,11953.06,64244.8,80039.46
8,"BUILDING AND SAFETY","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","SAFETY ENGINEER ELEVATORS",5,"INSPECTORS",2022,3.13237343832E+11,10354.08,17621.28,2538.78,16709.3,59410.92,78659
70,"POLICE","FULL_TIME","HISPANIC","MALE",2223-03,"NOT_ACTIVE","POLICE DETECTIVE III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.739313332E+09,14942.88,58932.22,5984.2,4162.39,125789.16,135935.75
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",2214-03,"ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2016,3.532383234E+09,11071.94,51309.45,-2806.86,747.13,109518.57,107458.84
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",3879-05,"ACTIVE","ELECTRIC DISTRIBUTION MECHANIC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2018,3.33033353233E+11,23631.46,8593,18693.79,70950.82,130202.96,219847.57
82,"PUBLIC WORKS - SANITATION","FULL_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","SENIOR MANAGEMENT ANALYST I",20,"SUPERVISORY ADMINISTRATIVE",2013,3.335303035E+09,214,12355.14,500,0,41655.9,42155.9
42,"HARBOR","FULL_TIME","HISPANIC","MALE",3221-02,"ACTIVE","PORT POLICE OFFICER II",38,"LOS ANGELES PORT POLICE ASSOC.",2022,3.03438393034E+11,9501.24,8730.79,4555.67,3999.93,42298,50853.6
70,"POLICE","PART_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","ASSOCIATE COMMUNITY OFFICER",0,"NON-REPRESENTED",2022,3.33730393933E+11,0,0,0,0,7987.38,7987.38
98,"WATER AND POWER","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","MANAGEMENT ANALYST",4,"ADMINISTRATIVE REPRESENTATION UNIT",2017,3.030353036E+09,23508.9,6685,4115.2,0,101285,105400.2
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",2420-01,"ACTIVE","OPEN WATER LIFEGUARD I",18,"SAFETY / SECURITY",2019,3.53535363733E+11,0,0,150,0,19916.01,20066.01
98,"WATER AND POWER","FULL_TIME","BLACK","FEMALE",3841-02,"ACTIVE","ELTL MCHC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2020,3.93539303034E+11,14727.96,0,13657.35,2407.05,71977.81,88042.21
70,"POLICE","FULL_TIME","ASIAN","FEMALE",2223-01,"ACTIVE","POLICE DETECTIVE I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2019,3.932373331E+09,12679.48,56809.56,1525,8098.02,121258.4,130881.42
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",1902-09,"ACTIVE","CONSTRUCTION ELECTRICAL MECHANIC",*,"DAILY RATE",2014,3.434363137E+09,18124.69,0,25722.49,2322.45,39478.2,67523.14
98,"WATER AND POWER","FULL_TIME","FILIPINO","MALE",*,"ACTIVE","STM PLT ASST",6,"STEAM PLANT AND WATER SUPPLY UNIT",2017,3.33930393133E+11,15844.52,6003,1639.42,19013.44,90956.07,111608.93
70,"POLICE","FULL_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","PRINCIPAL DETENTION OFFICER",12,"SUPERVISORY BLUE COLLAR",2018,3.630313933E+09,0,0,587.81,0,0,587.81
66,"PERSONNEL","FULL_TIME","FILIPINO","FEMALE",*,"NOT_ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2015,3.43534333832E+11,7046.64,14105.03,610.64,150.54,47555.72,48316.9
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2022,3.83433333932E+11,10184.16,15762.05,5642.82,0,49928.85,55571.67
8,"BUILDING AND SAFETY","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","STRUCTURAL ENGINEERING ASSOCIATE I",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2017,3.73637363633E+11,4615.8,10860.54,230.01,25278.11,36616.8,62124.92
66,"PERSONNEL","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","SUPERVISING OCCUPATIONAL HEALTH NURSE",17,"SUPERVISORY PROFESSIONAL ENGINEERING AND SCIENTIFIC",2014,3.23731373533E+11,0,819.81,0,0,2764.03,2764.03
42,"HARBOR","PART_TIME","ASIAN","MALE",*,"NOT_ACTIVE","STUDENT WORKER",0,"NON-REPRESENTED",2018,3.43231353733E+11,0,0,0,0,15648.8,15648.8
70,"POLICE","FULL_TIME","BLACK","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.138343539E+09,15513.38,46992.22,1525,6589.58,100303.56,108418.14
98,"WATER AND POWER","FULL_TIME","AMERICAN INDIAN/ALASKAN NATIVE","MALE",*,"ACTIVE","CONSTR ELTL HLPR",*,"DAILY RATE",2017,3.537313233E+09,0,0,6265.55,0,6942.24,13207.79
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","CONSTR PIPFTR",*,"DAILY RATE",2016,3.23337333732E+11,0,0,58650.55,24262.69,82822.11,165735.35
38,"FIRE","FULL_TIME","HISPANIC","MALE",2112-03,"NOT_ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2016,3.137343238E+09,16116,44080.42,1458,13803.28,94088.4,109349.68
6,"ANIMAL SERVICES","FULL_TIME","FILIPINO","FEMALE",*,"NOT_ACTIVE","ANIMAL CONTROL OFFICER II",18,"SAFETY / SECURITY",2019,3.234303134E+09,7655.09,20417.23,1907.74,1690.99,68837.6,72436.33
94,"TRANSPORTATION","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","TRANSPORTATION ENGINEERING AIDE II",21,"TECHNICAL",2013,3.230313535E+09,15400.32,21603.63,0,23059.87,72837.58,95897.45
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",3799-05,"ACTIVE","ELTL CRFT HLPR",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2021,3.33034383133E+11,4990.89,2811,18908.11,26542.08,42598.4,88048.59
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2019,3.433393631E+09,11688.48,58380.19,1525,1406.49,124610.86,127542.35
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",2209-01,"NOT_ACTIVE","SENIOR POLICE SERVICE REPRESENTATIVE I",20,"SUPERVISORY ADMINISTRATIVE",2018,3.233323433E+09,0,0,539.01,0,0,539.01
39,"OFFICE OF FINANCE","FULL_TIME","AMERICAN INDIAN","FEMALE",1356-02,"NOT_ACTIVE","TAX RENEWAL ASSISTANT II",3,"CLERICAL",2013,3.737363635E+09,13458.72,8850.07,399,0,29838.4,30237.4
8,"BUILDING AND SAFETY","FULL_TIME","ASIAN","MALE",*,"ACTIVE","STRUCTURAL ENGINEERING ASSOCIATE II",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2020,3.13430353833E+11,16676.42,25374.07,1950,28663.59,85549.8,116163.39
98,"WATER AND POWER","FULL_TIME","ASIAN AMERICAN","FEMALE",1230-03,"ACTIVE","COML SRVC REPTV",7,"CLERICAL UNIT",2021,3.83838323034E+11,5426.43,0,2044.25,4643.74,16278.4,22966.39
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","RECREATION INSTRUCTOR",7,"RECREATION ASSISTANTS",2013,3.132333337E+09,4247.07,0,10.58,0,13348.66,13359.24
4,"AIRPORTS","FULL_TIME","ASIAN","FEMALE",*,"ACTIVE","MECHANICAL ENGINEERING ASSOCIATE IV",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2020,3.13337323832E+11,512.9,40037.16,4177.81,0,134987.06,139164.87
70,"POLICE","FULL_TIME","ASIAN","FEMALE",*,"NOT_ACTIVE","MANAGEMENT ANALYST",1,"ADMINISTRATIVE",2020,3.43435363733E+11,0,0,1487.98,0,0,1487.98
76,"PUBLIC WORKS - CONTRACT ADMINISTRATION","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","SENIOR CONSTRUCTION INSPECTOR",5,"INSPECTORS",2015,3.231383035E+09,6284.64,30515.65,14748.63,0,102884.86,117633.49
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2223-03,"ACTIVE","POLICE DETECTIVE III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.230383031E+09,6210.2,23770.94,3374.6,12545.75,50738.4,66658.75
98,"WATER AND POWER","FULL_TIME","FILIPINO","MALE",*,"NOT_ACTIVE","STM PLT OPR",6,"STEAM PLANT AND WATER SUPPLY UNIT",2018,3.13238323632E+11,9729.97,4492,14982.41,12079.23,68057.92,95119.56
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","CONSTR HLPR",*,"DAILY RATE",2019,3.73732393533E+11,0,0,39722.54,2491.47,65209.6,107423.61
12,"CITY ATTORNEY","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","DEPUTY CITY ATTORNEY III",29,"DEPUTY CITY ATTORNEYS",2017,3.33239323633E+11,14590.08,44383.94,0,0,149642.4,149642.4
94,"TRANSPORTATION","FULL_TIME","HISPANIC","FEMALE",3214-02,"ACTIVE","TRAFFIC OFFICER II",18,"SAFETY / SECURITY",2018,3.03033393433E+11,7987.92,17108.84,1602,11306.29,57683.2,70591.49
70,"POLICE","FULL_TIME","FILIPINO","FEMALE",*,"NOT_ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2021,3.231303435E+09,132.36,7723.32,18355.99,31.99,26039.52,44427.5
94,"TRANSPORTATION","FULL_TIME","ASIAN","MALE",*,"ACTIVE","TRANSPORTATION ENGINEERING ASSOCIATE II",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2021,3.73338363133E+11,14192.4,33454.15,0,2797.86,112792.16,115590.02
98,"WATER AND POWER","FULL_TIME","BLACK","MALE",3931-05,"NOT_ACTIVE","WTR SRVC WKR",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2021,3.83032323932E+11,19372.99,3973,770,8233.96,60200.33,69204.29
98,"WATER AND POWER","FULL_TIME","ASIAN AMERICAN","FEMALE",*,"ACTIVE","UTILITY ADMINISTRATOR",*,"MANAGEMENT EMPLOYEES UNIT",2021,3.735373136E+09,9615.28,7832,34060.66,0,118672,152732.66
4,"AIRPORTS","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","ENVIRONMENTAL SUPERVISOR II",17,"SUPERVISORY PROFESSIONAL ENGINEERING AND SCIENTIFIC",2014,3.83838313832E+11,8429.76,34060.59,0,4016.53,114836.8,118853.33
40,"GENERAL SERVICES","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","CUSTODIAN",15,"SERVICE EMPLOYEES",2017,3.936353835E+09,18572.58,13695.94,1110,0,46176.45,47286.45
88,"RECREATION AND PARKS","PART_TIME","OTHER","MALE",*,"NOT_ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2014,3.93438333031E+11,6807.12,0,719.33,0,15537.2,16256.53
94,"TRANSPORTATION","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","PARKING METER TECHNICIAN",14,"SERVICE AND CRAFT",2016,3.730333138E+09,10217.28,18965.07,440,0,63941.56,64381.56
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","SECRETARY",3,"CLERICAL",2022,3.93530363233E+11,8779.56,8097.89,2916.28,0,27302.4,30218.68
4,"AIRPORTS","FULL_TIME","BLACK","FEMALE",*,"ACTIVE","MANAGEMENT ANALYST",1,"ADMINISTRATIVE",2019,3.837353134E+09,17489.52,30440.18,1200,0,102630.4,103830.4
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-03,"ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.130373734E+09,16817,55192.01,1717,8084.94,117805.78,127607.72
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",1903-05,"ACTIVE","COMMERCIAL SERVICE REPRESENTATIVE",7,"CLERICAL UNIT",2014,3.13831343231E+11,18124.69,2655,26201.62,1352.4,40222.4,67776.42
82,"PUBLIC WORKS - SANITATION","FULL_TIME","HISPANIC","MALE",3580-02,"NOT_ACTIVE","REFUSE COLLECTION TRUCK OPERATOR II",4,"EQUIPMENT OPERATION AND LABOR",2014,3.73030353932E+11,8112.24,22367.08,6338.59,21790.46,75411.6,103540.65
66,"PERSONNEL","PART_TIME","BLACK","FEMALE",*,"ACTIVE","PROCTOR",0,"NON-REPRESENTED",2015,3.134343437E+09,0,0,0,0,3765.09,3765.09
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2019,3.63335313733E+11,2232.44,0,378.5,0,19306.71,19685.21
8,"BUILDING AND SAFETY","PART_TIME","FILIPINO","MALE",*,"NOT_ACTIVE","STUDENT PROFESSIONAL WORKER",0,"NON-REPRESENTED",2018,3.63536353833E+11,0,0,0,0,14814.72,14814.72
84,"PUBLIC WORKS - STREET LIGHTING","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","ELECTRICAL CRAFT HELPER",2,"BUILDING TRADES",2021,3.03331373633E+11,20445.84,19532.45,1494.22,0,65854.51,67348.73
82,"PUBLIC WORKS - SANITATION","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","SENIOR MANAGEMENT ANALYST I",20,"SUPERVISORY ADMINISTRATIVE",2016,3.231313031E+09,9247.44,33558.98,3464.18,0,113145.6,116609.78
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-03,"NOT_ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2022,3.533343238E+09,1697.36,4648.04,580,1906.71,9921.1,12407.81
88,"RECREATION AND PARKS","FULL_TIME","HISPANIC","MALE",2493-01,"ACTIVE","AQUARIUM EDUCATOR I",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2016,3.53232343031E+11,9899.76,19905.89,141.87,369.36,67113.6,67624.83
66,"PERSONNEL","FULL_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","WORKERS COMPENSATION ANALYST",1,"ADMINISTRATIVE",2016,3.13131333733E+11,15883.44,20735.9,2367.82,0,69912,72279.82
70,"POLICE","FULL_TIME","BLACK","MALE",*,"NOT_ACTIVE","DETENTION OFFICER",18,"SAFETY / SECURITY",2018,3.63038343932E+11,0,0,137.9,0,0,137.9
66,"PERSONNEL","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","SENIOR ADMINISTRATIVE CLERK",3,"CLERICAL",2022,3.63633363533E+11,3451.36,3005.86,1577.13,0,10134.4,11711.53
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",3984-05,"ACTIVE","WATERWORKS MECHANIC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2017,3.33733373532E+11,26899.09,7036,11999,35529.83,106612.15,154140.98
4,"AIRPORTS","FULL_TIME","BLACK","FEMALE",*,"ACTIVE","SENIOR PERSONNEL ANALYST II",0,"NON-REPRESENTED",2017,3.635303333E+09,4893.61,19778.71,670,0,66684.8,67354.8
84,"PUBLIC WORKS - STREET LIGHTING","FULL_TIME","CAUCASIAN","MALE",3840-01,"NOT_ACTIVE","STREET LIGHTING ELECTRICIAN SUPERVISOR I",13,"SUPERVISORY BUILDING TRADES",2016,3.231323331E+09,6093.12,11278.48,2613.75,0,38025.9,40639.65
40,"GENERAL SERVICES","FULL_TIME","OTHER","MALE",3714-06,"NOT_ACTIVE","AUTOMOTIVE SUPERVISOR",12,"SUPERVISORY BLUE COLLAR",2015,3.130333834E+09,14878.8,30430.34,8959.26,22667.99,102597.22,134224.47
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2022,3.33530323833E+11,4409.29,21966.43,3480,8057.47,46886.72,58424.19
70,"POLICE","FULL_TIME","HISPANIC","MALE",2227-02,"NOT_ACTIVE","POLICE SERGEANT II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2019,3.839303434E+09,1542,7310.85,0,0,15604.8,15604.8
38,"FIRE","FULL_TIME","HISPANIC","MALE",2142-01,"ACTIVE","FIRE CAPTAIN I",23,"FIREFIGHTERS AND FIRE CAPTAINS",2020,3.737323637E+09,19611.02,69214.32,4039.44,112859.92,147736,264635.36
88,"RECREATION AND PARKS","PART_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2016,3.33738323733E+11,0,0,0,0,6129.75,6129.75
14,"CITY CLERK","PART_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","INTERMEDIATE ELECTION CLERK",0,"NON-REPRESENTED",2013,3.731383839E+09,0,0,350,475.52,13864.49,14690.01
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",3835-05,"ACTIVE","ELTL MCHC SUPV",*,"SUPERVISORY BLUE COLLAR UNIT",2021,3.833383435E+09,17552.43,6561,23922.28,47121.84,99408.83,170452.95
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",3786-04,"ACTIVE","STM PLT MTNC SUPV",*,"SUPERVISORY BLUE COLLAR UNIT",2018,3.83934333831E+11,23657.01,7588,8218.85,32887.86,114968.22,156074.93
12,"CITY ATTORNEY","FULL_TIME","BLACK","MALE",*,"ACTIVE","LEGAL SECRETARY II",3,"CLERICAL",2018,3.030373834E+09,19731.84,20671.36,720.89,0,69694.4,70415.29
98,"WATER AND POWER","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","ELTL ENGR ASSOC",3,"PROFESSIONAL UNIT",2017,3.93730343233E+11,21473.78,8359,14415.11,36218.68,126650.97,177284.76
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","FEMALE",1230-05,"ACTIVE","COML SRVC REPTV",7,"CLERICAL UNIT",2018,3.83937363532E+11,6871.05,4616,10338.22,2105.62,69937.9,82381.74
40,"GENERAL SERVICES","PART_TIME","HISPANIC","MALE",*,"ACTIVE","PLUMBER II - HIRING HALL",35,"CRAFT WORKERS/ HIRING HALL",2018,3.83133313733E+11,0,0,6719.38,6280.92,81850.77,94851.07
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2227-02,"ACTIVE","POLICE SERGEANT II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2022,3.035373637E+09,9382.06,31748.56,3480,998.85,67766.41,72245.26
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-03,"NOT_ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2016,3.437383933E+09,6460.3,21088.25,0,4720.5,45012.28,49732.78
70,"POLICE","FULL_TIME","HISPANIC","FEMALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2018,3.03933373633E+11,12304.73,43850.76,1593,22346.94,93598.2,117538.14
78,"PUBLIC WORKS - ENGINEERING","FULL_TIME","ASIAN","FEMALE",*,"ACTIVE","CIVIL ENGINEER",17,"SUPERVISORY PROFESSIONAL ENGINEERING AND SCIENTIFIC",2019,3.73439363033E+11,7987.92,37135.38,920.54,0,125203.58,126124.12
70,"POLICE","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","SECURITY OFFICER",18,"SAFETY / SECURITY",2017,3.63638313233E+11,18572.58,17034.06,1770,0,57431.07,59201.07
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-03,"ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2016,3.331323831E+09,16011.4,50567.27,2982.95,34830.04,107934.4,145747.39
88,"RECREATION AND PARKS","PART_TIME","OTHER","MALE",*,"ACTIVE","LOCKER ROOM ATTENDANT",3,"CLERICAL",2020,3.33530353034E+11,0,0,100.51,0,0,100.51
8,"BUILDING AND SAFETY","FULL_TIME","ASIAN","FEMALE",*,"NOT_ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2015,3.93431373832E+11,17490.48,14735.59,610.64,8502.51,49681.68,58794.83
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.33434363933E+11,8400.04,39745.63,5026.6,5087.86,84835.92,94950.38
70,"POLICE","FULL_TIME","HISPANIC","MALE",2227-01,"ACTIVE","POLICE SERGEANT I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2018,3.434363034E+09,17886,48968.81,2146.27,162.48,113037.73,115346.48
78,"PUBLIC WORKS - ENGINEERING","FULL_TIME","ASIAN","MALE",*,"ACTIVE","SENIOR CIVIL ENGINEER",17,"SUPERVISORY PROFESSIONAL ENGINEERING AND SCIENTIFIC",2018,3.333323037E+09,19398,41716.67,3662.57,0,140649.6,144312.17
94,"TRANSPORTATION","PART_TIME","CAUCASIAN","MALE",3214-01,"NOT_ACTIVE","TRAFFIC OFFICER I",18,"SAFETY / SECURITY",2014,3.13334383433E+11,0,0,915,0,15606.33,16521.33
